NumPy API,,,,,,
c_,"Translates slice objects to concatenation along the second axis. This is short-hand for ``np.r_['-1,2,0', index expression]``, which is useful because of its common occurrence. In particular, arrays w",Creation/Reading,combine/split,,,Creation/Reading
can_cast,"can_cast(from_, to, casting='safe') Returns True if cast between data types can occur according to the casting rule.  If from is a scalar or array scalar, also returns True if the scalar value can be",MetaData/Attributes,dtype,,,MetaData/Attributes
cast,"Base object for a dictionary for look-up with any alias for an array dtype. Instances of `_typedict` can not be used as dictionaries directly, first they have to be populated.",Other,Unkown,,,MetaData/Attributes
cbrt,"cbrt(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the cube-root of an array, element-wise. .. versionadded:: 1.10.0 Parameters ---",Computation/Transformation,map,,,Computation/Transformation
cdouble,Composed of two 64 bit floats,Creation/Reading,from type,,,Reporting/Output
ceil,"ceil(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the ceiling of the input, element-wise. The ceil of the scalar `x` is the smalle",Computation/Transformation,map,,,Computation/Transformation
cfloat,Composed of two 64 bit floats,Creation/Reading,from type,,,Reporting/Output
char,"This module contains a set of functions for vectorized string operations and methods. .. note::    The `chararray` class exists for backwards compatibility with    Numarray, it is not recommended for",Other,Unkown,,,Other
character,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Creation/Reading,from type,,,Reporting/Output
chararray,"chararray(shape, itemsize=1, unicode=False, buffer=None, offset=0,           strides=None, order=None) Provides a convenient view on arrays of string and unicode values. .. note::    The `chararray` c",Creation/Reading,from type,,,Reporting/Output
choose,"Construct an array from an index array and a set of arrays to choose from. First of all, if confused or uncertain, definitely look at the Examples - in its full generality, this function is less simpl",Creation/Reading,from type,,,Indexing/Subsetting
clip,"Clip (limit) the values in an array. Given an interval, values outside the interval are clipped to the interval edges.  For example, if an interval of ``[0, 1]`` is specified, values smaller than 0 be",Computation/Transformation,map,,,Computation/Transformation
clongdouble,Composed of two 128 bit floats,Creation/Reading,from type,,,Reporting/Output
clongfloat,Composed of two 128 bit floats,Creation/Reading,from type,,,Reporting/Output
column_stack,"Stack 1-D arrays as columns into a 2-D array. Take a sequence of 1-D arrays and stack them as columns to make a single 2-D array. 2-D arrays are stacked as-is, just like with `hstack`.  1-D arrays are",Creation/Reading,combine/split,,,Creation/Reading
common_type,"Return a scalar type which is common to the input arrays. The return type will always be an inexact (i.e. floating point) scalar type, even if all the arrays are integer arrays. If one of the inputs i",MetaData/Attributes,dtype,,,Other
compare_chararrays,?,Other,Unkown,,,
compat,"Compatibility module. This module contains duplicated code from Python itself or 3rd party extensions, which may be included for the following reasons:   * compatibility   * we may only need a small s",Other,other,,,
complex,"complex(real[, imag]) -> complex number Create a complex number from a real part and an optional imaginary part. This is equivalent to (real + imag*1j) where imag defaults to 0.",Creation/Reading,from type,,,Reporting/Output
complex128,Composed of two 64 bit floats,Creation/Reading,from type,,,Reporting/Output
complex256,Composed of two 128 bit floats,Creation/Reading,from type,,,Reporting/Output
complex64,Composed of two 32 bit floats,Creation/Reading,from type,,,Reporting/Output
complex_,Composed of two 64 bit floats,Creation/Reading,from type,,,Reporting/Output
complexfloating,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Creation/Reading,from type,,,Reporting/Output
compress,"Return selected slices of an array along given axis. When working along a given axis, a slice along that axis is returned in `output` for each index where `condition` evaluates to True. When working o",Indexing/Subsetting,index,,,Indexing/Subsetting
concatenate,"concatenate((a1, a2, ...), axis=0, out=None) Join a sequence of arrays along an existing axis. Parameters ---------- a1, a2, ... : sequence of array_like     The arrays must have the same shape, excep",Creation/Reading,combine/split,,,Creation/Reading
conj,"conjugate(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the complex conjugate, element-wise. The complex conjugate of a complex num",Computation/Transformation,map,,,Computation/Transformation
conjugate,"conjugate(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the complex conjugate, element-wise. The complex conjugate of a complex num",Computation/Transformation,map,,,Computation/Transformation
convolve,"Returns the discrete, linear convolution of two one-dimensional sequences. The convolution operator is often seen in signal processing, where it models the effect of a linear time-invariant system on",Computation/Transformation,reduce w/ index,,,Computation/Transformation
copy,"Return an array copy of the given object. Parameters ---------- a : array_like     Input data. order : {'C', 'F', 'A', 'K'}, optional     Controls the memory layout of the copy. 'C' means C-order,",Creation/Reading,combine/split,,,Creation/Reading
copysign,"copysign(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Change the sign of x1 to that of x2, element-wise. If both arguments are array",Computation/Transformation,zipmap,,,Creation/Reading
copyto,"copyto(dst, src, casting='same_kind', where=True) Copies values from one array to another, broadcasting as necessary. Raises a TypeError if the `casting` rule is violated, and if `where` is provided,",Creation/Reading,zipmap,,,Computation/Transformation
core,Defines a multi-dimensional array and useful procedures for Numerical computation. Functions -   array                      - NumPy Array construction -   zeros                      - Return an array,Other,Unkown,,,
corrcoef,"Return Pearson product-moment correlation coefficients. Please refer to the documentation for `cov` for more detail.  The relationship between the correlation coefficient matrix, `R`, and the covarian",Computation/Transformation,reduce w/ index,,,
correlate,Cross-correlation of two 1-dimensional sequences. This function computes the correlation as generally defined in signal processing texts::     c_{av}[k] = sum_n a[n+k] * conj(v[n]) with a and v sequen,Computation/Transformation,reduce w/ index,,,
cos,"cos(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Cosine element-wise. Parameters ---------- x : array_like     Input array in radians. ou",Computation/Transformation,map,,,
cosh,"cosh(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Hyperbolic cosine, element-wise. Equivalent to ``1/2 * (np.exp(x) + np.exp(-x))`` and `",Computation/Transformation,map,,,
count_nonzero,"Counts the number of non-zero values in the array ``a``. The word ""non-zero"" is in reference to the Python 2.x built-in method ``__nonzero__()`` (renamed ``__bool__()`` in Python 3.x) of Python object",Computation/Transformation,reduce,,,
cov,"Estimate a covariance matrix, given data and weights. Covariance indicates the level to which two variables vary together. If we examine N-dimensional samples, :math:`X = [x_1, x_2, ... x_N]^T`, then",Computation/Transformation,reduce w/ index,,,
cross,"Return the cross product of two (arrays of) vectors. The cross product of `a` and `b` in :math:`R^3` is a vector perpendicular to both `a` and `b`.  If `a` and `b` are arrays of vectors, the vectors a",Computation/Transformation,reduce w/ index,,,
csingle,Composed of two 32 bit floats,Creation/Reading,from type,,,
ctypeslib,\============================ ``ctypes`` Utility Functions ============================ See Also --------- load_library : Load a C library. ndpointer : Array restype/argtype with verification. as_ctype,Other,other,,,
cumprod,"Return the cumulative product of elements along a given axis. Parameters ---------- a : array_like     Input array. axis : int, optional     Axis along which the cumulative product is computed.  By de",Computation/Transformation,reduce,,,
cumproduct,Return the cumulative product over the given axis. See Also -------- cumprod : equivalent function; see for details.,Computation/Transformation,reduce,,,
cumsum,"Return the cumulative sum of the elements along a given axis. Parameters ---------- a : array_like     Input array. axis : int, optional     Axis along which the cumulative sum is computed. The defaul",Computation/Transformation,reduce,,,
datetime64,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Creation/Reading,from type,,,
datetime_as_string,"datetime_as_string(arr, unit=None, timezone='naive', casting='same_kind') Convert an array of datetimes into an array of strings. Parameters ---------- arr : array_like of datetime64     The array of",Reporting/Output,to string,,,
datetime_data,"datetime_data(dtype, /) Get information about the step size of a date or time type. The returned tuple can be passed as the second argument of `datetime64` and `timedelta64`. Parameters ---------- dty",Computation/Transformation,map,,,
deg2rad,"deg2rad(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Convert angles from degrees to radians. Parameters ---------- x : array_like     Ang",Computation/Transformation,map,,,
degrees,"degrees(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Convert angles from radians to degrees. Parameters ---------- x : array_like     Inp",Computation/Transformation,map,,,
delete,"Return a new array with sub-arrays along an axis deleted. For a one dimensional array, this returns those entries not returned by `arr[obj]`. Parameters ---------- arr : array_like   Input array. obj",Indexing/Subsetting,index,,,
deprecate,"Issues a DeprecationWarning, adds warning to `old_name`'s docstring, rebinds ``old_name.__name__`` and returns the new function object. This function may also be used as a decorator. Parameters ------",Other,other,,,
deprecate_with_doc,?,Other,other,,,
diag,Extract a diagonal or construct a diagonal array. See the more detailed documentation for ``numpy.diagonal`` if you use this function to extract a diagonal and wish to write to the resulting array; wh,Creation/Reading,,,,
diag_indices,"Return the indices to access the main diagonal of an array. This returns a tuple of indices that can be used to access the main diagonal of an array `a` with ``a.ndim >= 2`` dimensions and shape (n, n",,,,,
diag_indices_from,"Return the indices to access the main diagonal of an n-dimensional array. See `diag_indices` for full details. Parameters ---------- arr : array, at least 2-D See Also -------- diag_indices Notes ----",,,,,
diagflat,"Create a two-dimensional array with the flattened input as a diagonal. Parameters ---------- v : array_like     Input data, which is flattened and set as the `k`-th     diagonal of the output. k : int",,,,,
diagonal,"Return specified diagonals. If `a` is 2-D, returns the diagonal of `a` with the given offset, i.e., the collection of elements of the form ``a[i, i+offset]``.  If `a` has more than two dimensions, the",,,,,
diff,"Calculate the n-th discrete difference along the given axis. The first difference is given by ``out[n] = a[n+1] - a[n]`` along the given axis, higher differences are calculated by using `diff` recursi",Computation/Transformation,,,,
digitize,"digitize(x, bins, right=False) Return the indices of the bins to which each value in input array belongs. Each index ``i`` returned is such that ``bins[i-1] <= x < bins[i]`` if `bins` is monotonically",Computation/Transformation,reduce w/ index,,,
disp,"Display a message on a device. Parameters ---------- mesg : str     Message to display. device : object     Device to write message. If None, defaults to ``sys.stdout`` which is     very similar to ``",Reporting/Output,to string,,,
divide,"true_divide(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Returns a true division of the inputs, element-wise. Instead of the Python",Computation/Transformation,map,,,
division,?,Computation/Transformation,map,,,
divmod,"divmod(x1, x2[, out1, out2], / [, out=(None, None)], *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return element-wise quotient and remainder simultaneous",Computation/Transformation,map,,,
dot,"dot(a, b, out=None) Dot product of two arrays. Specifically, - If both `a` and `b` are 1-D arrays, it is inner product of vectors   (without complex conjugation). - If both `a` and `b` are 2-D arrays,",Computation/Transformation,,,,
double,64-bit floating-point number. Character code 'd'. Python float compatible.,Creation/Reading,from type,,,
dsplit,"Split array into multiple sub-arrays along the 3rd axis (depth). Please refer to the `split` documentation.  `dsplit` is equivalent to `split` with ``axis=2``, the array is always split along the thir",Creation/Reading,combine/split,,,
dstack,"Stack arrays in sequence depth wise (along third axis). This is equivalent to concatenation along the third axis after 2-D arrays of shape `(M,N)` have been reshaped to `(M,N,1)` and 1-D arrays of sha",Creation/Reading,combine/split,,,
dtype,"dtype(obj, align=False, copy=False) Create a data type object. A numpy array is homogeneous, and contains elements described by a dtype object. A dtype object can be constructed from different combina",Other,other,,,
e,"float(x) -> floating point number Convert a string or number to a floating point number, if possible.",Creation/Reading,constant,,,
ediff1d,"The differences between consecutive elements of an array. Parameters ---------- ary : array_like     If necessary, will be flattened before the differences are taken. to_end : array_like, optional",Computation/Transformation,reduce,,,
einsum,"einsum(subscripts, *operands, out=None, dtype=None, order='K',        casting='safe', optimize=False) Evaluates the Einstein summation convention on the operands. Using the Einstein summation conventi",Computation/Transformation,,,,
einsum_path,"einsum_path(subscripts, *operands, optimize='greedy') Evaluates the lowest cost contraction order for an einsum expression by considering the creation of intermediate arrays. Parameters ---------- sub",Other,,,,
emath,"Wrapper functions to more user-friendly calling of certain math functions whose output data-type is different than the input data-type in certain domains of the input. For example, for functions like",Other,Unkown,,,
empty,"empty(shape, dtype=float, order='C') Return a new array of given shape and type, without initializing entries. Parameters ---------- shape : int or tuple of int     Shape of the empty array dtype : da",Creation/Reading,function,,,
empty_like,"empty_like(a, dtype=None, order='K', subok=True) Return a new array with the same shape and type as a given array. Parameters ---------- a : array_like     The shape and data-type of `a` define these",Creation/Reading,function,,,
equal,"equal(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return (x1 == x2) element-wise. Parameters ---------- x1, x2 : array_like     Inp",Computation/Transformation,zipmap,,,
